CUST_ID	BALANCE	BALANCE_FREQUENCY	PURCHASES	ONEOFF_PURCHASES	INSTALLMENTS_PURCHASES	CASH_ADVANCE	PURCHASES_FREQUENCY	ONEOFF_PURCHASES_FREQUENCY	PURCHASES_INSTALLMENTS_FREQUENCY	CASH_ADVANCE_FREQUENCY	CASH_ADVANCE_TRX	PURCHASES_TRX	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS	PRC_FULL_PAYMENT	TENURE
C12076	2551.023341	1	485.6	303.6	182	0	0.333333	0.083333	0.25	0	0	7	4500	478.461522	825.271126	0	12
C12077	1899.219514	1	0	0	0	3618.304773	0	0	0	0.25	4	0	8000	7823.096006	452.041254	0	12
C12078	5919.198579	1	9321.13	4678.79	4642.34	0	1	1	1	0	0	171	15000	7303.897866	1395.715133	0	12
C12079	1780.299975	1	1907.96	803.17	1104.79	727.608789	1	0.583333	1	0.333333	5	36	10000	2766.13064	391.624583	0	12
C12080	133.926073	0.272727	246.75	246.75	0	0	0.416667	0.416667	0	0	0	5	11000	7103.026842	151.26551	0	12
C12081	2567.090886	1	1875.54	546.14	1329.4	598.035427	1	0.333333	1	0.333333	5	52	3900	772.320791	632.994269	0	12
C12082	2522.043371	1	0	0	0	2504.271338	0	0	0	0.25	3	0	7000	519.343097	607.30396	0	12
C12083	7333.442833	1	320.8	0	320.8	9733.258025	0.833333	0	0.75	1	38	10	10000	2036.371171	2529.594963	0	12
C12084	763.992973	1	245	0	245	0	0.666667	0	0.583333	0	0	10	1500	1660.561025	344.810116	0	12
C12085	1193.434312	1	689.4	689.4	0	0	1	1	0	0	0	12	3500	328.171066	328.045032	0	12
C12086	1204.102388	1	1658.81	45.65	1613.16	804.558218	1	0.083333	1	0.083333	4	49	1000	3051.991292	3497.894585	0.083333	12
C12087	595.655746	1	6562.24	4892.43	1669.81	0	1	1	1	0	0	114	8000	6240.58958	219.062841	1	12
C12088	3006.594256	1	9362.96	5098.75	4264.21	0	1	0.916667	1	0	0	103	7500	7079.1781	645.403234	0	12
C12089	3.307286	0.181818	60	60	0	0	0.083333	0.083333	0	0	0	1	11000	1042.001588		0	12
C12090	53.697916	1	114.49	114.49	0	0	0.083333	0.083333	0	0	0	1	7500	0		0	12
C12091	2583.717108	1	1497.02	1497.02	0	1112.647386	0.75	0.75	0	0.25	5	14	4000	475.066734	848.769861	0	12
C12092	311.341555	0.909091	3721.39	3721.39	0	0	0.5	0.5	0	0	0	26	4000	4004.905569	156.580586	0.714286	12
C12093	556.43723	0.636364	403.3	303.1	100.2	0	0.666667	0.416667	0.333333	0	0	14	7500	1318.460544	129.682608	0	12
C12094	876.577775	1	1029.94	0	1029.94	0	1	0	1	0	0	18	2000	2221.896121	227.64056	0	12
C12095	1666.224023	1	720.48	0	720.48	1143.146657	0.833333	0	0.75	0.083333	2	15	2300	2473.619496	462.38019	0.083333	12
C12096	101.176482	1	807.66	325	482.66	0	0.916667	0.166667	0.666667	0	0	11	16000	699.466354	167.403184	0.583333	12
C12097	5408.754166	1	1207.24	979.36	227.88	3064.470065	0.166667	0.166667	0.083333	0.916667	20	18	7000	3130.304246	2767.052658	0	12
C12098	1050.085007	1	0	0	0	468.62986	0	0	0	0.25	6	0	1500	593.781355	242.578058	0	12
C12099	3811.587156	1	0	0	0	848.032831	0	0	0	0.083333	1	0	4500	1431.650735	1496.831824	0	12
C12100	1672.813954	1	299.83	117.39	182.44	113.720261	1	0.166667	0.916667	0.166667	2	21	1800	559.708549	523.962466	0	12
C12101	7105.801894	1	0	0	0	1648.096839	0	0	0	0.083333	8	0	7500	1400.282454	4486.832622	0	12
C12102	2316.11093	0.625	86.1	86.1	0	4106.834043	0.125	0.125	0	0.25	13	1	4500	447.991795	1309.847772	0	8
C12103	2377.742667	1	2527.04	796.66	1730.38	2056.332882	1	0.333333	1	0.333333	6	92	5000	1461.368469	1105.554363	0	12
C12104	1178.90161	1	150	0	150	0	0.416667	0	0.333333	0	0	5	1200	360.303696	410.225607	0	12
C12105	1007.362008	1	469.92	0	469.92	0	1	0	1	0	0	12	1000	716.423692	871.852779	0	12
C12107	1035.853615	1	69	69	0	1147.361897	0.083333	0.083333	0	0.333333	16	1	1200	1483.636625	469.230578	0	12
C12108	1709.693956	1	2	2	0	5246.296449	0.083333	0.083333	0	0.25	6	1	2500	4678.254753	464.860442	0.083333	12
C12109	2744.473705	1	529	529	0	3082.913762	0.166667	0.166667	0	0.416667	7	5	6000	914.280246	932.394545	0	12
C12110	4784.708882	1	5848.99	2604	3244.99	3503.547107	1	0.583333	1	0.166667	6	119	5000	9006.196318	4513.48893	0.083333	12
C12111	193.207812	1	1937.7	1937.7	0	0	1	1	0	0	0	30	2000	2100.802868	169.00964	0.916667	12
C12112	4612.935167	0.9	158.2	0	158.2	5391.599959	0.3	0	0.2	0.4	9	3	6000	756.247099	1379.468717	0	10
C12113	1294.25883	1	0	0	0	92.841595	0	0	0	0.083333	1	0	1500	308.886492	468.194223	0	12
C12114	3462.47534	0.909091	0	0	0	200.125461	0	0	0	0.416667	5	0	4500	5709.181577	1535.930262	0.1	12
C12115	7842.784061	1	5930.99	3862.79	2068.2	0	1	0.916667	1	0	0	168	11500	12493.77894	1780.353532	0	12
C12116	8.258214	0.545455	92.46	0	92.46	0	0.5	0	0.416667	0	0	6	300	127.082375	93.717243	0.75	12
C12117	3474.972612	1	324.18	293	31.18	0	0.333333	0.166667	0.25	0	0	6	9500	950.735955	867.128283	0	12
C12118	2928.480007	1	5747.76	4021.77	1725.99	0	1	0.583333	1	0	0	81	8000	4901.164291	788.689176	0	12
C12119	3433.295973	1	4342.07	4247.87	94.2	0	0.833333	0.666667	0.166667	0	0	20	11000	3903.861413	806.9871	0	12
C12120	913.520763	0.363636	0	0	0	2768.870906	0	0	0	0.083333	2	0	3000	384.809455	912.399567	0	12
C12121	1262.645703	1	329.9	257	72.9	0	0.333333	0.166667	0.166667	0	0	6	1800	905.863527	271.464874	0	12
C12122	4196.43487	1	90.01	90.01	0	1804.826917	0.166667	0.166667	0	0.25	3	3	8000	943.446254	1064.27255	0	12
C12124	1051.484848	1	3805.44	2715.52	1089.92	0	1	0.416667	1	0	0	24	1500	3818.15076	941.610478	0	12
C12125	44.525353	0.142857	554.16	500	54.16	292.924759	0.142857	0.142857	0.142857	0.142857	1	3	1200	0		0	7
C12127	137.775633	1	0	0	0	1936.205406	0	0	0	0.166667	4	0	3000	2489.260383	69.124834	0.083333	12
C12128	2550.025268	0.857143	0	0	0	4946.958466	0	0	0	0.428571	8	0	10000	266.472386	708.09871	0	7
C12129	2828.765822	1	19.98	19.98	0	0	0.083333	0.083333	0	0	0	2	5500	593.220384	1159.310924	0	12
C12130	1452.469721	1	205.89	205.89	0	0	0.25	0.25	0	0	0	3	1600	501.655195	490.885882	0	12
C12131	2796.379188	1	44.7	0	44.7	4765.916305	0.285714	0	0.142857	0.428571	4	2	9000	7821.035049	422.308422	0	7
C12132	1414.878106	1	98.08	68.42	29.66	0	0.166667	0.166667	0.083333	0	0	3	1500	523.235492	535.880979	0	12
C12133	137.636267	1	1567.25	60.2	1507.05	0	1	0.083333	1	0	0	232	7000	1541.979811	190.253479	1	12
C12134	482.799015	0.818182	4240.41	4240.41	0	0	0.333333	0.333333	0	0	0	4	6000	6360.427012	127.311184	1	12
C12135	291.510745	1	698.91	75	623.91	79.010038	1	0.083333	1	0.083333	1	38	5000	684.699102	178.065401	0	12
C12136	4955.580535	1	0	0	0	3481.529635	0	0	0	0.916667	26	0	6500	1252.775151	1572.30984	0	12
C12137	876.366489	1	4537.12	4285.11	252.01	0	1	0.75	0.833333	0	0	56	2500	2689.043472	350.182281	0.333333	12
C12138	3250.621234	1	247.31	0	247.31	823.112588	0.583333	0	0.5	0.416667	6	7	4000	1016.490545	1014.858941	0	12
C12139	8.048086	0.272727	55.5	0	55.5	0	0.166667	0	0.166667	0	0	2	1200	318.843744	126.009475	0	12
C12140	788.9737	1	4574.79	4149.47	425.32	2604.900847	1	0.583333	0.833333	0.166667	4	46	9500	5097.91073	366.740483	0.083333	12
C12141	1364.528932	0.818182	0.01	0.01	0	5567.596649	0.090909	0.090909	0	0.272727	12	1	3000	4022.440372	520.255336	0.125	11
C12142	25.35204	1	355.16	0	355.16	0	1	0	0.916667	0	0	12	2500	357.776573	170.557326	0.75	12
C12143	2986.422406	1	5132.08	4664.84	467.24	0	1	1	0.583333	0	0	66	10000	11454.46623	910.850489	0	12
C12144	1389.583627	1	712.87	712.87	0	0	0.083333	0.083333	0	0	0	1	4500	801.18565	364.139587	0	12
C12145	8636.950854	1	972.09	43	929.09	2590.575082	1	0.083333	1	0.416667	8	26	10500	2025.270282	2959.401317	0	12
C12146	7698.663007	1	673.15	574.28	98.87	6076.961711	0.833333	0.25	0.75	0.5	8	14	12000	1907.16983	2144.047631	0	12
C12147	1998.339616	1	2238	1170	1068	0	0.75	0.583333	0.416667	0	0	22	6500	1985.047114	464.932133	0	12
C12148	2048.573881	1	3111.44	1671.09	1440.35	0	1	0.5	1	0	0	50	6000	1648.50704	685.226291	0	12
C12149	463.512203	1	0	0	0	1166.982711	0	0	0	0.333333	5	0	7500	932.601452	167.149574	0	12
C12150	1109.911791	1	3150	2430	720	0	1	0.083333	1	0	0	14	2500	2694.972436	431.443631	0.083333	12
C12151	1073.42481	1	57	0	57	0	0.25	0	0.166667	0	0	3	1200	295.373115	320.830162	0	12
C12152	3386.490883	1	560.98	427.22	133.76	2008.153534	1	0.727273	0.363636	0.545455	9	20	10100	1039.000037	886.050237	0	11
C12153	1681.16287	0.454545	1138.85	0	1138.85	4044.377495	0.416667	0	0.333333	0.25	6	5	4500	3763.240294	1818.174017	0	12
C12154	10599.4423	1	4029.24	2926.43	1102.81	0	1	1	1	0	0	102	12500	2343.311066	2351.640064	0	12
C12155	840.50105	1	0	0	0	1820.493358	0	0	0	0.416667	5	0	6500	805.79629	262.804339	0	12
C12156	7506.908599	1	465.36	465.36	0	1609.506076	0.25	0.25	0	0.083333	3	4	12000	1772.157134	2302.03915	0	12
C12157	231.983056	0.571429	0	0	0	1434.138511	0	0	0	0.142857	1	0	1500	2456.797947	85.271802	0.5	7
C12158	4811.886042	1	4911.41	4005.81	905.6	10629.80756	0.75	0.75	0.25	0.416667	14	63	6000	10079.38741	2045.063933	0.111111	12
C12159	981.098292	1	180	0	180	0	1	0	1	0	0	12	1000	330.620032	539.543528	0	12
C12160	120.220573	1	1348.08	230.43	1117.65	0	1	0.583333	1	0	0	50	12000	1196.209266	183.557875	0.75	12
C12161	2598.580674	1	4767.11	2024.6	2742.51	3621.840163	1	0.25	1	0.25	9	95	6000	3774.693285	955.03756	0	12
C12162	164.377503	0.9	0	0	0	470.00055	0	0	0	0.3	3	0	9500	684.398658	152.648955	0.285714	10
C12163	634.521032	0.666667	0	0	0	1176.86169	0	0	0	0.333333	4	0	1200	80.190719	199.745472	0	6
C12164	1134.648238	1	143.12	143.12	0	0	0.1	0.1	0	0	0	1	1200	289.967312	286.845297	0	10
C12165	26.325409	0.636364	266.71	0	266.71	0	0.416667	0	0.416667	0	0	5	2000	477.592124	184.739137	0.571429	12
C12166	1756.078137	1	0	0	0	954.822692	0	0	0	0.166667	3	0	6000	1083.406473	673.452218	0	12
C12167	3214.530319	1	0	0	0	15081.6956	0	0	0	0.416667	16	0	11500	20500.17323	799.436291	0.25	12
C12168	41.936627	0.545455	717.92	122.86	595.06	0	0.5	0.166667	0.416667	0	0	10	13000	628.811269	92.899006	0.4	12
C12169	1346.309166	1	652.13	567.76	84.37	0	0.5	0.416667	0.083333	0	0	10	6000	385.145146	275.434078	0	12
C12170	329.388289	1	72.84	72.84	0	0	0.083333	0.083333	0	0	0	1	3000	467.674193	216.289689	0	12
C12171	2537.892884	1	0	0	0	354.346012	0	0	0	0.25	3	0	3000	622.529592	622.651831	0	12
C12172	3287.231954	1	0	0	0	3190.532048	0	0	0	0.25	3	0	8500	1339.9697	880.459505	0	12
C12173	84.067421	1	852.26	265.92	586.34	0	1	1	0.25	0	0	20	18500	643.541055	181.197901	0.916667	12
C12174	1721.232782	1	0	0	0	369.256964	0	0	0	0.666667	9	0	1800	714.012374	659.746433	0	12
C12175	231.995439	1	2310.21	1660.51	649.7	0	1	1	0.916667	0	0	67	3000	1871.658725	173.610118	0.727273	12
C12176	430.282584	1	888.85	278.63	610.22	0	1	0.166667	1	0	0	27	3500	1134.356357	185.277576	0.5	12
C12177	1956.295501	1	0	0	0	211.099323	0	0	0	0.333333	4	0	2100	634.788341	808.539833	0	12
C12178	916.200655	1	1827.62	1408.82	418.8	0	0.833333	0.5	0.666667	0	0	34	1200	1731.206869	253.774892	0	12
C12179	699.586726	1	796.11	796.11	0	0	0.083333	0.083333	0	0	0	1	6000	807.665219	1559.810579	0	12
C12180	4478.312669	1	2461.9	2461.9	0	202.816167	0.166667	0.166667	0	0.166667	2	13	5000	1041.825559	1143.939064	0	12
C12181	740.826233	1	2055.13	302.05	1753.08	0	1	0.916667	1	0	0	74	7500	1631.166246	217.082846	0	12
C12182	120.984184	1	1122.17	802.77	319.4	0	1	1	0.333333	0	0	29	6000	1138.136359	162.528519	0.636364	12
C12183	1477.102808	1	0	0	0	960.917825	0	0	0	0.111111	1	0	1800	338.019603	418.236345	0	9
C12184	1301.800738	1	0	0	0	1378.856373	0	0	0	0.083333	2	0	4500	1009.40361	280.243063	0	12
C12185	1222.164025	1	0	0	0	2397.676198	0	0	0	0.416667	10	0	3000	385.290048	473.106541	0	12
C12186	4059.059276	1	0	0	0	4328.32727	0	0	0	0.333333	4	0	6500	1127.493221	1005.215148	0	12
C12187	1189.665497	0.909091	0	0	0	1454.884966	0	0	0	0.083333	3	0	1500	1656.765938	364.18588	0	12
C12188	1220.359151	1	568.3	0	568.3	0	0.833333	0	0.75	0	0	10	3000	902.082618	411.544387	0	12
C12189	1167.863521	1	94.7	94.7	0	187.817003	0.166667	0.166667	0	0.416667	5	2	1200	350.850434	284.605261	0	12
C12190	2508.405988	1	875.05	509.9	365.15	0	1	0.5	1	0	0	29	2600	1261.11301	1209.124265	0	12
C12191	208.362536	1	2252.77	238	2014.77	0	1	0.333333	1	0	0	30	10000	2018.393951	178.930636	0.833333	12
C12192	33.528505	0.818182	477.5	193.5	284	0	0.583333	0.166667	0.333333	0	0	17	3000	591.867645	157.374987	0.625	12
C12194	478.834962	1	1060.99	1040.99	20	0	0.166667	0.083333	0.083333	0	0	4	1300	1162.790308	208.55975	0	12
C12195	132.730466	0.909091	739.98	0	739.98	0	0.5	0	0.416667	0	0	6	9500	1167.353193	172.959558	0.5	12
C12196	312.636004	1	3866.29	808.12	3058.17	0	1	1	1	0	0	95	7500	3688.890803	190.88614	0.75	12
C12197	2235.729892	1	83	38	45	481.39493	0.333333	0.083333	0.166667	0.166667	5	4	2500	568.336744	606.89303	0	12
C12198	7021.942957	1	0	0	0	3217.327939	0	0	0	0.666667	12	0	7500	2955.428583	2793.752245	0	12
C12199	309.150506	1	3157.86	1178.02	1979.84	0	1	0.916667	1	0	0	31	7000	3291.320691	170.010384	0.833333	12
C12200	273.247883	1	60	60	0	0	0.083333	0.083333	0	0	0	1	2300	111.559902	208.976648	0	12
C12201	31.296491	1	84	0	84	0	1	0	1	0	0	12	1000	91.67226	165.656889	0	12
C12202	374.552852	1	279	0	279	0	0.333333	0	0.25	0	0	4	1400	426.263702	211.761556	0	12
C12203	146.756706	1	1664.95	64.17	1600.78	0	1	0.166667	1	0	0	55	4000	1458.490552	188.635203	0.75	12
C12204	422.723099	0.727273	344.86	344.86	0	0	0.25	0.25	0	0	0	4	8500	1499.598264	185.217625	0	12
C12205	1571.382204	1	1849.26	1616.76	232.5	0	1	1	0.5	0	0	19	7000	1522.895942	414.775083	0	12
C12206	2696.774474	1	0	0	0	139.395627	0	0	0	0.083333	1	0	3000	685.053764	919.457678	0	12
C12207	3932.482783	1	1674.11	649	1025.11	0	1	0.333333	1	0	0	43	11500	1166.117797	954.24196	0	12
C12208	349.086448	0.818182	2569.94	2569.94	0	186.415123	0.363636	0.363636	0	0.090909	1	8	5000	3362.877104	164.400313	0.714286	11
C12209	12.281874	0.1	153.11	153.11	0	0	0.2	0.2	0	0	0	2	9000	0		0	10
C12210	6460.838794	1	6814.47	6814.47	0	0	1	1	0	0	0	15	13000	1917.817732	1643.130029	0	12
C12211	139.449391	0.727273	843.03	0	843.03	0	0.583333	0	0.583333	0	0	7	2200	1312.375596	179.548143	0	12
C12212	1777.440238	1	78.47	0	78.47	332.13781	0.5	0	0.416667	0.083333	2	7	8500	3799.466293	499.536689	0	12
C12213	805.520824	1	4019.28	4019.28	0	0	0.833333	0.833333	0	0	0	19	4500	3728.70891	276.007263	0.272727	12
C12214	713.959917	1	542.96	452.96	90	268.410928	0.833333	0.416667	0.416667	0.166667	4	13	2500	195.490243	229.465974	0	12
C12215	1784.421367	0.818182	0	0	0	3923.427657	0	0	0	0.25	4	0	3000	2804.403394	853.680867	0.111111	12
C12216	1441.679257	1	0	0	0	914.794214	0	0	0	0.083333	1	0	6500	568.212802	308.89183	0	12
C12217	226.03038	1	435.08	435.08	0	0	0.916667	0.916667	0	0	0	15	7500	3796.014359	180.308803	0.2	12
C12218	13.036611	0.818182	197	0	197	0	0.5	0	0.416667	0	0	6	1000	224.836018	89.18596	0.444444	12
C12219	4223.867789	1	2514.74	1597.67	917.07	3444.750251	1	1	0.833333	0.333333	11	53	5500	964.935365	1676.595311	0	6
C12220	5067.576984	1	714.68	402.68	312	726.955255	1	0.083333	1	0.083333	2	14	5000	1649.118645	2967.748073	0	12
C12221	62.788771	1	802.1	802.1	0	0	0.916667	0.916667	0	0	0	21	13000	710.240283	171.20871	0.818182	12
C12222	3188.47034	1	0	0	0	1673.75234	0	0	0	0.083333	1	0	4500	715.12033	1220.49839	0	12
C12223	2737.420448	1	0	0	0	257.147835	0	0	0	0.25	6	0	3000	944.591497	1249.695933	0	12
C12224	1502.926021	1	2635.9	2116.92	518.98	0	1	0.75	0.75	0	0	54	4500	951.372467	293.129375	0	12
C12225	951.061932	1	1699.87	1262.04	437.83	0	1	0.666667	0.75	0	0	31	1800	2096.121508	306.046439	0.083333	12
C12226	10905.05381	1	431.93	133.5	298.43	47137.21176	0.583333	0.25	0.5	1	123	21	19600	39048.59762	5394.173671	0	12
C12227	68.20838	0.272727	780	780	0	0	0.166667	0.166667	0	0	0	2	3200	196.173726	14.037214	0	12
C12228	1297.153644	1	839.14	419.88	419.26	0	0.833333	0.333333	0.666667	0	0	16	6000	362.337779	295.29696	0	12
C12229	121.024256	1	1850.23	0	1850.23	0	1	0	0.916667	0	0	18	14000	1826.882329	176.632334	0.833333	12
C12230	1003.704494	0.818182	50	50	0	457.650652	0.083333	0.083333	0	0.25	5	1	3500	3389.03546	260.16707	0	12
C12231	1094.300448	1	1967.86	558.69	1409.17	0	1	0.5	1	0	0	140	11500	1413.122627	387.054045	0	12
C12232	1467.162166	1	1313.26	0	1313.26	0	1	0	1	0	0	28	11500	1129.248446	429.760387	0	12
C12233	1649.276603	1	0	0	0	253.554601	0	0	0	0.583333	8	0	1800	574.233323	788.721609	0	12
C12234	2660.420641	1	0	0	0	382.272435	0	0	0	0.166667	2	0	5000	846.397004	687.079273	0	12
C12235	44.204396	0.636364	504	0	504	0	1	0	0.916667	0	0	20	2500	818.64282	81.765863	0	12
C12236	379.767959	1	493.5	493.5	0	0	0.25	0.25	0	0	0	3	4000	3308.04995	3396.356156	0.272727	12
C12237	7.066111	0.181818	133.16	0	133.16	0	0.166667	0	0.083333	0	0	2	16000	0		0	12
C12238	1051.215365	0.909091	0	0	0	3700.154118	0	0	0	0.454545	25	0	1600	3263.474102	461.041625	0.090909	11
C12239	447.941813	1	1907.2	0	1907.2	0	0.833333	0	0.833333	0	0	10	9500	2111.91778	170.572744	0	12
C12240	1089.528456	1	0	0	0	76.027194	0	0	0	0.083333	1	0	1200	371.902953	421.748003	0	12
C12241	1432.326731	0.625	0	0	0	3771.115165	0	0	0	0.625	15	0	5000	138.855523	531.19984	0	8
C12242	97.000375	1	552.09	95	457.09	0	1	0.083333	0.833333	0	0	13	12000	601.430928	188.896158	0.083333	12
C12243	5.016768	0.909091	284.13	0	284.13	0	0.916667	0	0.916667	0	0	11	4000	274.729879	4.390918	0	12
C12244	238.962984	1	2402.64	537.21	1865.43	0	1	1	1	0	0	48	8500	2022.102581	182.612129	1	12
C12246	0	0	174.12	0	174.12	0	1	0	1	0	0	12	4000	0		0	12
C12247	4550.397004	1	548	548	0	660.523355	0.25	0.25	0	0.25	5	7	5000	1158.922139	1330.173932	0	12
C12248	2005.414367	1	0	0	0	510.618121	0	0	0	0.25	3	0	2100	746.145517	477.944936	0	12
C12249	2494.774127	1	250	250	0	2804.350229	0.083333	0.083333	0	0.333333	7	1	3000	864.527484	867.201399	0	12
C12250	4623.886448	1	883.94	741.44	142.5	0	1	1	0.25	0	0	15	6000	2790.54214	1419.287973	0	12
C12251	1945.906455	1	1650.52	0	1650.52	1025.434108	1	0	1	0.083333	2	21	2500	1916.054676	1698.885114	0	12
C12252	2598.802288	1	0	0	0	185.909531	0	0	0	0.083333	1	0	3000	773.831303	671.834242	0	12
C12253	3086.75297	1	1015.91	293.41	722.5	0	0.916667	0.333333	0.833333	0	0	23	10500	938.131271	807.263772	0	12
C12254	46.461265	0.545455	237.99	237.99	0	0	0.166667	0.166667	0	0	0	2	4500	543.788113	195.089406	0	12
C12255	390.55064	1	1261.99	1141.99	120	0	0.5	0.416667	0.416667	0	0	16	3000	18.496532	1151.777196	0	12
C12256	250.060059	1	2405.97	2182.22	223.75	0	1	0.916667	0.416667	0	0	36	10000	2105.342196	188.130216	0.916667	12
C12257	5570.18253	1	0	0	0	2744.808962	0	0	0	0.166667	3	0	6000	1748.960475	1291.809944	0	12
C12258	2113.287399	1	0	0	0	3130.155158	0	0	0	0.333333	5	0	3500	1927.253932	523.282646	0	12
C12260	1205.191816	1	0	0	0	1259.175202	0	0	0	0.5	7	0	2500	281.884143	395.69903	0	10
C12261	2586.357487	1	0	0	0	256.100571	0	0	0	0.083333	1	0	3000	658.61387	582.879568	0	12
C12262	1543.194492	1	160	160	0	2956.595415	0.083333	0.083333	0	0.25	4	1	3000	692.776517	389.63531	0	12
C12263	3677.471434	1	1	1	0	859.297788	0.083333	0.083333	0	0.083333	2	1	7000	944.992262	947.691932	0	12
C12264	203.024867	0.818182	542.94	0	542.94	0	0.416667	0	0.416667	0	0	8	4000	955.283993	163.678855	0	12
C12265	5926.837633	0.818182	0	0	0	9596.316702	0	0	0	0.181818	6	0	13000	1599.792795	2715.036678	0	11
C12266	1479.020821	1	958.73	0	958.73	0	0.916667	0	0.833333	0	0	30	1500	1187.648889	3167.849654	0	12
C12267	532.805392	1	59.4	59.4	0	2734.176725	0.083333	0.083333	0	0.5	11	1	10000	1502.934235	213.16029	0.25	12
C12268	36.023577	0.181818	273.8	273.8	0	0	0.083333	0.083333	0	0	0	1	5500	174.52575	259.524372	1	12
C12269	3084.618021	1	0	0	0	2506.67355	0	0	0	0.5	10	0	4000	1003.664133	654.301721	0	12
C12270	52.575297	0.727273	282.62	33.62	249	0	0.416667	0.083333	0.25	0	0	5	6000	388.872739	149.884294	0.2	12
C12271	1166.500558	1	73.8	0	73.8	595.036388	0.333333	0	0.333333	0.416667	6	4	2000	514.586639	324.359117	0	12
C12272	1781.739723	1	2289.92	1584.4	705.52	0	0.75	0.583333	0.416667	0	0	37	10500	2065.553347	446.67084	0	12
C12273	2882.954391	1	3591.81	2452.56	1139.25	554.07167	1	0.818182	0.818182	0.090909	2	74	10450	8438.775135	768.82697	0	11
C12274	4068.162699	1	3387.47	1938.13	1449.34	0	1	1	1	0	0	86	8500	1312.481879	1245.153414	0	12
C12275	5432.113514	1	793.1	793.1	0	6245.023709	0.583333	0.583333	0	0.5	15	13	10000	1261.909483	1290.536388	0	12
C12276	24.463674	0.818182	254.37	0	254.37	0	0.75	0	0.666667	0	0	10	4000	206.073166	128.455136	0.125	12
C12277	202.996947	1	2338.83	2338.83	0	1959.553078	0.916667	0.916667	0	0.166667	2	42	7500	6545.07776	223.469126	0.666667	12
C12278	28.924276	1	324.6	0	324.6	0	1	0	1	0	0	12	3000	320.218246	174.11997	0.833333	12
C12279	7764.210895	1	90	90	0	4032.071583	0.083333	0.083333	0	0.583333	13	1	11150	1566.916181	2091.528879	0	12
C12280	1219.914858	1	0	0	0	442.372527	0	0	0	0.166667	2	0	1500	540.400104	288.438136	0	12
C12281	9226.107838	1	2217.94	990.46	1227.48	3533.146705	1	0.166667	1	0.25	5	16	10500	3075.113742	4231.06356	0	12
C12282	689.697644	1	22.68	0	22.68	0	0.083333	0	0.083333	0	0	1	11500	906.092735	224.709183	0	12
C12283	4158.137668	1	8.4	8.4	0	0	1	1	0	0	0	12	7500	1001.17541	1917.458466	0	12
C12284	5995.793488	1	0	0	0	3454.101774	0	0	0	0.416667	12	0	6500	1868.475426	1486.185877	0	12
C12285	131.260514	0.5	1109.91	1109.91	0	0	0.5	0.5	0	0	0	21	9500	2137.485075	89.478836	1	10
C12286	288.978275	0.909091	2555.91	694.89	1861.02	0	1	0.363636	0.727273	0	0	20	5000	12020.18009	159.547502	1	11
C12287	331.686553	1	2289.42	1227.08	1062.34	0	1	1	0.666667	0	0	37	9500	2184.371316	188.333341	0	12
C12288	1504.334228	0.909091	565	565	0	0	0.25	0.25	0	0	0	3	2200	2511.315474	471.295665	0	12
C12289	1928.971964	1	2061.55	369.55	1692	0	1	1	1	0	0	30	8500	2200.93868	450.459621	0	12
C12291	391.385478	1	0	0	0	0	0.333333	0	0.333333	0	0	0	4000	192.787345	227.924469	0	12
C12292	684.658511	1	184.68	0	184.68	0	1	0	1	0	0	12	2900	2837.204108	350.27437	0.4	12
C12293	5.120644	0.2	55.55	0	55.55	0	0.1	0	0.1	0	0	1	6000	0		0	10
C12294	1685.020731	1	0	0	0	243.61411	0	0	0	0.083333	1	0	1800	559.556519	335.731533	0	12
C12295	313.87913	1	2746.84	2170	576.84	0	1	0.916667	0.916667	0	0	59	2500	2562.579256	193.157628	0.25	12
C12296	619.974954	1	1219.39	464.39	755	4473.3497	0.666667	0.166667	0.416667	0.25	8	8	2000	4115.217914	382.658882	0.25	12
C12297	1380.728565	1	0	0	0	126.637116	0	0	0	0.166667	3	0	1500	279.782836	515.444012	0	12
C12298	40.343354	0.5	318.79	318.79	0	0	0.2	0.2	0	0	0	2	6000	603.896667	56.679587	0	10
C12299	147.838347	1	0	0	0	68.919596	0	0	0	0.083333	1	0	600	50.406698	250.170305	0	12
C12300	69.141919	1	872.94	137.3	735.64	0	0.916667	0.333333	0.916667	0	0	24	10000	721.050386	167.657169	0.6	12
C12301	0.672519	0.090909	388.54	0	388.54	0	0.416667	0	0.416667	0	0	5	12000	377.974097	24.499337	0	12
C12302	4677.021295	1	1798.66	1364.22	434.44	1569.577102	0.916667	0.583333	0.916667	0.416667	6	36	9000	1156.783897	1615.317615	0	12
C12303	33.31938	0.818182	279.56	0	279.56	0	0.666667	0	0.583333	0	0	8	3000	347.911693	146.317275	0.285714	12
C12304	1748.310383	1	0	0	0	157.152652	0	0	0	0.083333	1	0	2000	538.443435	484.32512	0	12
C12305	931.674532	1	2417.91	2303.91	114	3508.775536	0.583333	0.5	0.166667	0.166667	9	21	8000	3468.393326	261.268016	0	12
C12306	1475.871356	1	826.77	664.21	162.56	0	1	1	0.333333	0	0	18	1500	1182.627097	1332.067827	0	12
C12307	992.424289	1	0	0	0	45.026228	0	0	0	0.111111	1	0	1000	161.400987	183.86589	0	9
C12308	105.642966	0.818182	916.46	527.78	388.68	0	0.583333	0.416667	0.333333	0	0	12	10500	2243.559789	164.15189	0.444444	12
